geo;track_number
hn;UM796936506CN
hn;RR495634545UY
hn;9400136206394513376323
hn;772615598364
hn;YT2100821272098326
hn;7354414760
hn;LP00411469213082
hn;LB209949827SG
hn;RH081185510GB
hn;420331669405508205497674487059
hn;UB099362586SG
hn;EE006710309HN
hn;772589512004
hn;EE006677355HN
hn;EE006429402HN
hn;61281562229
hn;99990004377522
hn;92001902651146000001051690
hn;420331269205590285272120408382
hn;782230463128
hn;LY556330647CN
hn;EX215278652SG
hn;LY554086799CN
hn;9400111899223810473118
hn;UT880574988TH
hn;SYRM109524104
hn;1Z1W10W00416028432
hn;SYRM104223044
hn;YT2022221216000649
hn;9405508205496991005076
hn;9405511899564607417087
hn;1Z595WW80493199076
hn;4203312292612927005455000088926907
hn;LY613370522CN
hn;U318657878FT
hn;LY570243921CN
hn;LY570306241CN
hn;4207707792748927005455000071686494
hn;LY492215876CN
hn;UT899909989TH
hn;SYWH012327502
hn;SY14068294787
hn;SYWH012347424
hn;LY535366120CN
hn;6884972651
hn;YT2033521272054455
hn;001950021431
hn;ES10012286254960001010001A0N
hn;420303409205590285412503425388
hn;9205590982727006522110
hn;1Z2415Y40390735100
hn;1ZT1T2160332941366
hn;SY14069815577
hn;SY14069940044
hn;SY14070180530
hn;EE962857495MX
hn;92748927005305000015991819
hn;LY526184781CN
hn;LY542196514CN
hn;6383000133427653
hn;ES10012028028850001010001C0N
hn;LY515228402CN
hn;UT691693668TH
hk;173225886381
hk;EA338482098HK
hk;XB440001739FR
hk;CD404332738JP
hk;CD404332959JP
hk;7509-2734511
hk;4008649603332943
hk;PG501912223CA
hk;MW507814326CA
hk;MW507763054CA
hk;RV417012030GB
hk;00340434269036829980
hk;00340434269036828822
hk;LXBSG000006945584
hk;LXBSG000006740963
hk;CB028507075PK
hk;RR540405489CL
hk;UB193504845SG
hk;JNAP-9016678800
hk;RD280401822CN
hk;ZC010541805IT
hk;PG501912210CA
hk;0105237001543531
hk;M4602468828
hk;UPAAC000000134133929
hk;CY112237656US
hk;RR301105411BY
hk;UBY9168702015128
hk;4006318651444305
hk;RR330348251BY
hk;M4610008005
hk;M4602468713
hk;CY051843460US
hk;RK441395516FR
hk;RC952602487CN
hk;CY052107665US
hk;RC491973733CN
hk;RC952602941CN
hk;CW230444136ES
hk;LZ592614814CN
hk;CC992993273FR
hk;CRC0064GB00587864101
hk;S00000181058096
hk;CI163620365JP
hk;UF606336450YP
hk;UF603185968YP
hk;CD404332928JP
hk;CD404332914JP
hk;EN000197170JP
hk;RN723078775GB
hk;UJ756230777CN
hk;AENM0000217013
hk;6AD653296801000910900
hk;AS458548445CN
hk;469695046745
hk;YT2023712102000311
hk;CP911387713PL
hk;0018-216317996-8038
hk;1170590342339388
hk;LZ463365136CN
hk;EG228820377ET
hk;M4602458176
hk;RX001943160MY
hk;313202657790
hk;EB734446754CN
hk;3898359021
hk;CB017487423RU
hk;M4602385502
hk;M4610040079
hk;CI163620357JP
hk;XB371134732FR
hk;GV571594031GB
hk;606010521325
hk;EA340039325HK
hk;EE023350225RU
hk;UM688642873US
hk;RU826464056NL
hk;RK025702530FR
hk;ED611378015IN
hk;EA556087925CN
hk;UF649143139YP
hk;HJ513036634US
hk;LZ993322420US
hk;0031-W000000229245
hk;EA335426959HK
hk;CP953598832HK
hk;LP188906982SG
hk;173345129038
hk;9703782495099266
hk;772357084443
hk;820644184662
hk;1222519045
hk;EA333923933HK
hk;RE091045619HK
hk;EE210595415CA
hk;LP188259546SG
hk;RRD070558900101059
hk;LB206015159SG
hk;UBY8927410015124
hk;LB202800698SG
gd;772711309011
gd;61290989481444007582
gd;9400136895232485215432
gd;816023915786
gd;782272286829
gd;UT884267268TH
gd;398472118756
gd;UF481955491YP
gd;4154853732
gd;CH110488183US
gd;UJ651370148CN
gd;UD232404038YP
gd;CH104381545US
gd;ES10009608328180001010001E0N
gd;UD168772133YP
gd;UC798542767YP
gd;VR325603946YP
gd;4203312692748927005455000017002951
gd;PR085813949YP
gd;LY253645136CN
gd;4203312692748927005455000007517687
gd;UT302773125CN
gd;UF179496034YP
gd;9361269903504890165455
gd;92748927005390000115085386
gd;LB118004941SG
gd;LB118179744SG
gd;9300120111404403594270
gd;UC789110794YP
gd;UC789110750YP
gd;UT996311602CN
gd;UJ000033162CN
gd;4006318177199024
gd;EE196366799CA
gd;9510810862129196224891
gl;UN001373157MH
gl;ML047206696MH
gl;RE113756003CN
gl;RO451388072EE
gl;SY13776278165
gl;UQ556737237CN
gl;UW612295122CN
gl;RE104105432CN
gl;VR217250515YP
gl;RS741983435GB
gl;LP00179348393693
gl;RE082493619CN
gl;UC002353513US
gl;UC002304322US
gl;RU684334165NL
gl;UW284393168CN
gl;RP845211372CN
gl;UQ168193050SG
gl;RV247917524CN
gl;UC001482247US
gl;UM273734348US
gl;LVS10060000007314157
gl;LVS10060000007305790
gl;YT1906421215036259
gl;4997592434
gl;RB832277070SG
gl;RB831269015SG
gl;RB829998001SG
gl;RV172630715CN
gl;RV149812016CN
gl;RB829284124SG
gl;4181496314
gl;RB820947957SG
gl;UB053334076SG
gl;RB824092944SG
gl;RV931926417CN
gl;RW222638223CN
gl;US622768269CN
gl;LP120801167GB
gl;US819553396CN
gl;UE755506688YP
gl;LL365765876CN
gl;UE754908552YP
gr;ES10012679276010001010001B0N
gr;23207671564
gr;RE023697752GR
gr;159838987
gr;LT406999793NL
gr;CP058986865TR
gr;RR051258332BA
gr;LT480484456NL
gr;CY211516609DE
gr;EE039475206RU
gr;LX512358363ES
gr;RC114233011IT
gr;LZ597697400CN
gr;RU977428886HK
gr;LZ632754967CN
gr;UG957495966BE
gr;UV309952449UZ
gr;S00000176856218
gr;S00000176127691
gr;UD359714875YP
gr;UJ883341483CN
gr;UD360158888YP
gr;US027252317CN
gr;UG976859916BE
gr;UG905562055BE
gr;S00000177672074
gr;LT396202566NL
gr;LT395347003NL
gr;LP00421414928000
gr;LT407060818NL
gr;UW668851121CN
gr;S00000181061747
gr;LT478873611NL
gr;S00000184068937
gr;S00000183998328
gr;S00000183937468
gr;LZ596286875CN
gr;LD092335215BE
gr;EE10012016355320001030003D0N
gr;SY14067688592
gr;LT478728755NL
gr;UG820848733BE
gr;LY161665418DE
gr;61287714184
gr;RE426833308GR
gr;EE10012319898240001010003C0N
gr;S00000175457990
gr;ED199226314RU
gr;3193648533
gr;RR431489324PL
gr;LT494835149NL
gr;LT539756240NL
gr;2245311409
gr;LT406487851NL
gr;RE168464804CN
gr;S00000179907400
gr;LT404020430NL
gr;S00000179808101
gr;S00000183535905
gr;UQ096143048CH
gr;RV825994021GB
gr;RF042190380GB
gr;US036583833CN
gr;UJ807899510CN
gr;S00000180398428
gr;LZ582187475CN
gr;SY14073155186
gr;LT476983441NL
gr;330001000000200000000959255097
gr;UJ854948545CN
gr;SYWH013693090
gr;RN604729405GB
gr;1Z30R55F6855680957
gr;LP00415013368830
gr;S00000171836216
gr;LZ589864437CN
gr;UG971463553BE
gr;9378063833
gr;CP361729768GR
gr;RC221204336IT
gr;EA008160581BY
gr;EE10012149301810001040003E0N
gr;LZ419531050CN
gr;LT385151727NL
gr;CC349546041EE
gr;CV901538864GR
gr;JD000030145232000003871183
gr;LD036158425BE
gr;YT2036021266059079
gr;5406536074
gr;YT2101521266058947
gr;UD361348764YP
gr;YT2101021266074706
gr;UF631777207YP
gr;CS811235105DE
gr;ED199226328RU
gr;RO274223181RU
gr;ED199226380RU
gr;ED199226331RU
gr;ED199226359RU
ge;EE000202192GE
ge;CP000209108GE
ge;CH123734775US
ge;UB176839279LV
ge;EP087135145RU
ge;UD327645665YP
ge;RR076333431RU
ge;RA118093513LV
ge;LB001277648CN
ge;RA121523005LV
ge;UB134895575LV
ge;RA127632176LV
ge;UB201607279LV
ge;UB201226774LV
ge;UB207535615LV
ge;CC744906398DK
ge;UB202476597LV
ge;CB000997277RU
ge;RA122455148LV
ge;UB187214415LV
ge;9405808205496143710750
ge;RA128093994LV
ge;CV490230632UA
ge;9405511699000133201315
ge;9400108205496210276918
ge;RA117167020LV
ge;UB195490517LV
ge;UB200151479LV
ge;RR353431218TR
ge;EE000236505GE
ge;5P62C32029670
ge;RA123848407LV
ge;UB188229725LV
ge;RA118697015LV
ge;0100006786989
ge;UB198678088LV
ge;LA052145527CN
ge;1803953093
ge;UB190889041SG
ge;EY646788532FR
ge;UD617620605NL
ge;UB191891404LV
ge;UB175997070SG
ge;UB188259285LV
ge;UB191848180SG
ge;0100006786998
ge;EW093781752FR
ge;EE013497663RU
ge;RU772462315NL
ge;RE060053796UA
ge;CQ011590820CH
ge;CH122623478US
ge;9400108205497794425259
ge;LB203991645SG
ge;UB184406062LV
ge;S00000178429194
ge;RA123550701LV
ge;UB188879893LV
ge;UB195900628SG
ge;UB195777965SG
ge;RF042050586UA
ge;UH374543798GE
ge;UB185827937LV
ge;LB208660132SG
ge;92612909900864543401351216
ge;AS190745864CN
ge;UT888394580TH
ge;RD069963675UA
ge;RA125871434LV
ge;UB189265432SG
ge;CB056530843RU
ge;CP646000618UA
ge;UH934024354TR
ge;UB191337597LV
ge;9400108205496192147794
ge;RA120483035LV
ge;UB193946587LV
ge;RC250534136UA
ge;RA123209510LV
ge;RA123678265LV
ge;RA125157378LV
ge;UB195914176LV
ge;RA123701018LV
ge;RG650190710UA
ge;RA121104879LV
ge;RA121028554LV
ge;RA126298142LV
ge;LB196518857SG
ge;9400108205496185896388
ge;UB200437763LV
ge;UB199554875LV
ge;UB190642326LV
ge;RA119893047LV
ge;UB201391759LV
ge;RA121252427LV
ge;RD069723860UA
ge;RA124592932LV
ge;RA124322705LV
ge;UT848547075TH
ge;RA210169219UA
gu;LY616305602CN
gu;4208903000009302289969300020543886
gu;4208903000009302289969300020557135
gu;WI002218722551FPL
gu;9506114141991016629731
gu;CH000272882MT
gu;9205590209069850318933
gu;9200190136653315647205
gu;61299998825440043327
gu;9405511202555967547088
gu;9410816901211397885245
gu;4209692992748927005335990112527527
gu;9400109206094926657357
gu;ES10012314186600001010001B0N
gu;9505512026071005589325
gu;951208398180
gu;LY594819400CN
gu;9400111202537840623130
gu;9534615034430364749228
gu;SY14049228262
gu;WI001938664928FPL
gu;ES10012045605980001010001E0N
gu;9461211899564099644188
gu;9205590213424911123278
gu;9205590213423126221656
gu;9205590213424827770047
gu;9200190213424034164957
gu;9200190213423830350502
gu;9205590213422210981407
gu;9505510717230366519049
gu;WI002112619465FPL
gu;9205590118754238636110
gu;782320811156
gu;9405503699300226007752
gu;9400108205496116059677
gu;9200190280775191000421
gu;UD359513808MY
gu;UD275527502YP
gu;SY14053035088
gu;UD331062555YP
gu;420969319205590285271617970944
gu;LY604421138CN
gu;WI001860604575FPL
gu;ES10012096101420001010001A0N
gu;TYPH0049038278
gu;WI001946981613FPL
gu;WI002040579923FPL
gu;WI001994854756FPL
gu;9405511202555561037367
gu;WI001932140220FPL
gu;9200190213422519079192
gu;9205590206002783338657
gu;9241990140830197149102
gu;9400109206094443464476
gu;9405511899564602885904
gu;9205590206002782561247
gu;UD399041942MY
gu;LP00419807356951
gu;9505512506430350350959
gu;UD320607685YP
gu;UD324096678YP
gu;ES10012050437840001010001G0N
gu;9505510438470359538343
gu;UD333371909YP
gu;UD291618555YP
gu;S00000180585991
gu;9400111108189825553625
gu;9200190213426015578968
gu;9405509898642602014000
gu;ES10012299044740001010001E0N
gu;9205590213424826971100
gu;7029299911
gu;74899998941629006429
gu;ES10011742487880001010001A0N
gu;ES10011762281800001010001E0N
gu;UT883674027TH
gu;UD305870086YP
gu;9400111200793109773707
gu;7029292233
gu;9200190213422518439287
gu;WI001682178043FPL
gu;9405508205496016573115
gu;9205590213423125090079
gu;9405511899564274452954
gu;9400116901682979884415
gu;WI001776259182FPL
gu;WI001784140573FPL
gu;WI001779994353FPL
gu;WI001795663372FPL
gu;WI001782025297FPL
gu;9114901496450125470680
gu;RX852403090DE
gu;9205590213424613932444
gu;WI001557584223FPL
gu;JCR9999674320TH
gu;WI001722413776FPL
gu;9405511899564731718340
gu;9506116064910338269698
gu;WI001553879267FPL
gu;9405508205496916913943
dk;LZ598968112CN
dk;SB020115665LV
dk;UPAAC000000134978099
dk;RV535725216CN
dk;LX269347665CN
dk;473400014267978659
dk;RD069257448UA
dk;6717921834
dk;UPAAC000000133170317
dk;UD374973228YP
dk;LL806230233LU
dk;00473400014267964911
dk;UQ056948665DE
dk;WI002279025700FPL
dk;00057151270377926037
dk;SF6043078563326
dk;UPAAC000000134424321
dk;S00000187971948
dk;UJ887642444CN
dk;00340434159094011703
dk;EM10012261948220001010127E0D
dk;AECA0000814919RU2
dk;BA004260995XS
dk;0500355836870
dk;UPAAD000000033402118
dk;LL347376407LU
dk;LT540821073NL
dk;LT496450693NL
dk;UC124633455EE
dk;YT2102021266140814
dk;UA2818604KJ41011G
dk;LZ635593478CN
dk;00357128520060247547
dk;WI002243810006FPL
dk;YT2102201227026313
dk;LP00427545639957
dk;LP00427581230492
dk;LP00427155090735
dk;RR220851529DK
dk;RV536189559CN
dk;LT491667375NL
dk;CB562849056FR
dk;RR024639708SN
dk;LT491170263NL
dk;1Z5F3F660462062317
dk;RR401514467PL
dk;UJ882236550CN
dk;UJ800881770CN
dk;EE10012889948600001010003E0N
dk;UJ883224500CN
dk;LL347046975LU
dk;LL347010750LU
dk;LT540755326NL
dk;LZ632535516CN
dk;PR157680904YP
dk;00459007738948684202
dk;YT2101121266113650
dk;RD068970683UA
dk;73400014255324378
dk;WI002198398905FPL
dk;WI002214476055FPL
dk;WI002203738728FPL
dk;WI002198376003FPL
dk;YT2100521227020187
dk;370730251729164148
dk;UG921628250BE
dk;SYAET03919572
dk;UB190040017SG
dk;LP00426803369463
dk;UJ845285463CN
dk;LP00427454417401
dk;103209670872
dk;TZTEU0000026605YQ
dk;CP250463528PL
dk;473400014284405008
dk;73400014362301187
dk;1Z4158W16896294279
dk;LT479581169NL
dk;CC784021148DK
dk;CP113776728PL
dk;6153520348
dk;SY14071796107
dk;UD366988013YP
dk;10320967087
dk;653399980003291020886826
dk;6153520835
dk;UPAAC000000122149819
dk;RR149480061PL
dk;WI002199524539FPL
dk;WI002223179824FPL
dk;GAMLABNY1404892463
dk;LT478742077NL
dk;EE10012492683730001010003B0N
dk;LL768770876LU
dk;RB081129645UA
dk;UG801886535BE
dk;UJ767056252CN
dk;LP00419284669753
dk;LG400569230GB
dk;LT483685845NL
cd;CC232069606CA
cd;RU830997771NL
cd;EV951876290CN
cd;1Z6914EY0498959366
cd;937597417120
cd;950448164086
cd;951605041026
cd;RB039468386SG
cd;RB036772749SG
cd;AENM0004374517NPI
cd;6A20147890647
cd;1215827505
cd;CC10100004712056
cd;UPAAD000000025531708
cd;UQ035331498CH
cd;RH142946781TR
cd;397921650932
cd;UG784128665BE
cd;CP000795460CD
cd;CP000795178CD
cd;YT2024701277025705
cd;RO461273366EE
cd;CP000795059CD
cd;24969874
cd;RO454103083EE
cd;8453344366
cd;RN653276998GB
cd;RB945772976SG
cd;UB096331956SG
cd;UW517911398CN
cd;S00000120922546
cd;UB094389508SG
cd;RB928926726SG
cd;EE862922664PT
cd;RB924126040SG
cd;AENM0001758925NPI
cd;AENM0001774872NPI
cd;RO448455231EE
cd;9400136206400826018802
cd;RL342241155EE
cd;59998093211949
cd;CA026287969RU
cd;UA3544917QN21041G
cd;UF195869432YP
cd;RO436229312EE
cd;CP000794795CD
cd;CP000794787CD
cd;AENM0001054579NPI
cd;SF6042150526294
cd;UC080223106EE
cd;UC081720597EE
cd;AENM0001003283NPI
cd;AENM0000987567NPI
cd;SA104763160EE
cd;RJ610352710UA
cd;CY115672663US
cd;RV386910018CN
cd;UB251093130AT
cd;UB104746246SG
cd;RB933095915SG
cd;RB927184846SG
cd;RV363565727CN
cd;RV341266726CN
cd;RE005486995CN
cd;ZB020622335HK
cd;1Z9820R86775389343
cd;110008656416
cd;RV158481975CN
cd;RV928294043CN
cd;RB720621095SG
cd;RN201770249MY
cd;RB752253962SG
cd;RY281755906CN
cd;RB605140859SG
je;RS000632532JE
je;CP717467811GB
je;RF220686393ES
je;BN075756561GB
je;RH613597827PT
je;PZ695196624GB
je;CP240369752PL
je;830456317493
je;GV632067813GB
je;CE836118017PT
je;NV757112520GB
je;NV926654591GB
je;LT373991070NL
je;WM815184381GB
je;PR139616290YP
je;CE836103595PT
je;2889670604522951
je;H00RVA0021496770
je;PV629112897GB
je;MN535103503GB
je;NV945673236GB
je;2867671516442281
je;RH609136554PT
je;CP445430417BR
je;VE708568560GB
je;CK194433147GB
je;CE802937635PT
je;FQ900349643GB
je;SYRM106546742
je;QT674550681GB
je;1ZY5600A6807792958
je;RH224438074PT
je;CE802895105PT
je;RR927329744IL
je;EE862971020PT
je;2854671730031441
je;THG152605437
je;PN249844192GB
je;WM188213062GB
je;JF828101955GB
je;NV102073326GB
je;LX020171503JE
je;RR928630567PL
je;MX861669643GB
je;2860271239961020
je;FARXP1922669662YQ
je;LX169812275CN
je;RU768244209NL
je;2856271577829751
je;RS000101548JE
je;2867671150210819
je;GV437562478GB
je;ES10008258254200001010001A0D
je;RZ339307020GB
je;LZ116155802CN
je;RR306866485PL
je;JL614178818GB
je;LX020335547JE
je;LW480734437DE
je;2851491759546398
je;VE761278707GB
je;MB457539592GB
je;9010565438201
je;AS648947316CN
je;JD0002246790059883
je;EE10007207393380001040003D0N
je;UF150505640YP
je;QS188665005GB
je;RB940217827SG
je;TY530877988GB
je;JS734416029GB
je;MB362266647GB
je;2854771786346169
je;13030012711800
je;RN285457355GB
je;CP490396892UA
je;EE586106985GB
je;CO044783598DE
je;CJ495123516US
je;LL355894522CN
dj;SYRM112734102
dj;CK237462505FR
dj;CW042217768FR
dj;CW042222184FR
dj;CC994084151FR
dj;CC625895023SE
dj;CC903515146FR
dj;32446954584
dj;CF201362032FR
dj;UD297148784MY
dj;LX179203186CN
dj;CC902737328FR
dj;LX409930035IL
dj;UW504863637CN
dj;6702447080
dj;8K02191885114
dj;EV920753287CN
dj;RV339525648CN
dj;RV329574159CN
dj;UT800914288CN
dj;RF780938005SG
dj;CC863293449FR
dj;1397579632
dm;AENM0000215420
dm;SF6042220495501
dm;782038734342
dm;TYZRB0000429195YQ
dm;61299994609320197676
dm;UJ668616772CN
dm;UJ642006615CN
dm;UD240761765YP
dm;9505514524880154198774
dm;9405508205496257579525
dm;LN449293393CN
dm;RB643106566LA
do;5228658724
do;397260336160
do;953975493628
do;1Z2333RA0289712929
do;LY596917926CN
do;UE846838353KG
do;9361269903506209884910
do;EV951790735CN
do;WNBAA0137076524YQ
do;AQ890753683CN
do;LN859382831CN
do;LB212145042SG
do;UT852273810TH
do;CP003597513CO
do;UT851523374TH
do;9405509202043017223398
do;9205590269849053771948
do;9400108205496215336310
do;1522097743
do;9200190280018801607420
do;UT851899046TH
do;UT851782731TH
do;UT851811415TH
do;S00000187714601
do;420331959374869903506191488888
do;UN022985214MU
do;UD474047567NL
do;9274890260146315511916
do;4203317892748909900774583017582028
do;UT844825428TH
do;RI100269719UA
do;3440211493
do;92748927005455000111690832
do;UT841338466TH
do;UT841525146TH
do;LB209820873SG
do;1Z913RW66896325623
do;LB212066398SG
do;CH121272846US
do;UT851253500TH
do;UY210111002125JL
do;UD366896422YP
do;9400108205496190414997
do;9374869903506193109323
do;ES10012882394400001010001C0N
do;1ZXY22170301849358
do;9716160705
do;RV526667886CN
do;9300120224100064540344
do;UT846931662TH
do;LB211721993SG
do;SYAE003061041
do;UT899789209TH
do;LY606991693CN
do;LY633038433CN
do;1Z14V3884234196504
do;3995802602
do;UT877175022TH
do;LB209482518SG
do;LP00420142544873
do;LN454789154CN
do;4203319892748927005455000111690832
do;9400116901578050751489
do;S00000179977902
do;4203319892748927005455000123141605
do;LY633038504CN
do;CH120637125US
do;LY612909611CN
do;ES10012856618600001010001G0N
do;420331919361269903506182738958
do;UT841774364TH
do;1Z975F45YW33237622
do;YT2101821266121712
do;YT2101721266049121
do;9405508205496183159778
do;9374889677090530855555
do;RS0154313556Y
do;4203312292748927005455000121880568
do;ES10012498601530001010001E0N
do;UT844728908TH
do;UT844200342TH
do;UT844077549TH
do;UT844353357TH
do;S00000184833726
do;4203319892748927005455000120798727
do;UT846667185TH
do;LY629312156CN
do;1Z37W9X60383865778
do;1Z37W9X60383885783
do;LAOGG0007079466YQ
do;420331919374869903506166172873
do;9261290322758220771380
do;9400108205496173259850
do;4203319192748927005455000119100036
do;S00000185582075
do;4203319192748927005455000119530499
do;CJ158490800US
do;UT840209195TH
do;UT847032816TH
do;4203312292748927005455000119864372
eg;LT533183367NL
eg;LP00428877262760
eg;LP00428734453410
eg;0200249464243
eg;1834676546
eg;SYRM112502214
eg;UV330508280UZ
eg;32442347044
eg;RD068173225UA
eg;EV953010137CN
eg;UH916713366TR
eg;S00000183385204
eg;RO493273929EE
eg;UV315076542UZ
eg;772632567530
eg;RV537811495CN
eg;EE002578525RU
eg;081341287
eg;RA125651331LV
eg;0500354029890
eg;RK610334747UA
eg;RO492068458EE
eg;SYRM111513660
eg;S00000182659569
eg;RD069512826UA
eg;782506197350
eg;RR954461535KG
eg;LT479290682NL
eg;SYAET03922368
eg;SYAET03439783
eg;SYAET03438757
eg;44524363
eg;43831892646
eg;UH912936500TR
eg;LP00428085385138
eg;S00000184084594
eg;S00000181387943
eg;RE112344179CN
eg;S00000181142241
eg;S00000181140298
eg;S00000180919132
eg;SYRM111299220
eg;S00000180924320
eg;S00000180487554
eg;UJ860081272CN
eg;AENM0000521754
eg;SY14074414859
eg;RB051461179SG
eg;MYCV042126497DE
eg;0500352615237
eg;SY14066042973
eg;SY14074476318
eg;0503004457600
eg;SYAET03849744
eg;CV060532956UA
eg;LB149212618FR
eg;EH922271340GB
eg;SY14070554369
eg;S00000185033229
eg;UC127228531EE
eg;UB191735642LV
eg;UC126832162EE
eg;CK234090408FR
eg;UH910984255TR
eg;01505272094081
eg;RR954459085KG
eg;SYRM110805882
eg;UPAAC000000133103647
eg;802408054544
eg;1Z5V16416701030351
eg;0103307000695332
eg;S00000180401346
eg;S00000180225971
eg;S00000180252939
eg;RG020569808UA
eg;AS160867419CN
eg;SY14071845435
eg;RR957654645KG
eg;SY14068236283
eg;SY14067976272
eg;LT481378290NL
eg;80515155933623
eg;SYAE001362223
eg;SY14068117417
eg;20201230214640831AC2ZUGP
eg;UH915153625TR
eg;UH915092881TR
eg;LA997594896CN
eg;CF207345695FR
eg;UQ999702593CN
eg;RQ797075989CN
eg;SY14068018058
eg;UB181183159SG
eg;36700053023722
eg;33258716315
eg;SY14071243157
eg;UH913662444TR
eg;RO483435159EE
eg;S00000181078402
eg;SYRM111366160
zm;9400111899560882111303
zm;9205590213426127795324
zm;9205590213422047415564
zm;9205590213423831670152
zm;RF220910394ES
zm;PZ196061871GB
zm;RB047334783SG
zm;S00000166682166
zm;CY537696906DE
zm;PN991936734GB
zm;HJ151938125US
zm;2894877134
zm;AENM0003594533NPI
zm;1023038663908508
zm;GD446722941WW
zm;9701082757642516
zm;JJD0002247044398977
zm;SYRM108251349
zm;RB982255361SG
zm;SYRM106999709
zm;VR347620711YP
zm;9701082659901025
zm;9701082000021730
zm;9701082246024489
zm;9701082757267511
zm;UD200494876YP
zm;RB957655226SG
zm;ES10009635329210001010001F0N
zm;SY14036691398
zm;UD306433895MY
zm;5632191757902414
zm;SYRM105543365
zm;UD086785780YP
zm;SY13994284754
zm;S00000147111129
zm;UD147933665YP
zm;UD310658308MY
zm;5632191246591280
zm;UD156770078YP
zm;UJ493844484CN
zm;UB142675797SG
zm;LP00179755791525
zm;UD457252342NL
zm;SYRM104375310
zm;RF777411426SG
zm;SYRM104188197
zm;VR265260022YP
zm;ES10008654617690001010001A0N
zm;SYAET00567576
zm;8530595757722715
zm;UD129394837MY
zm;RS287894968DE
zm;UD127384390MY
zm;UB098421739SG
zm;RB957028836SG
zm;32978064195
zm;S00000135632449
zm;UF178116239SG
zm;UF175402663SG
zm;SY13804776710
zm;P2G67757875
zm;02066246000219
zm;8635683278852081
zm;9405508205497406963097
zm;431187303455
zm;431187155504
zm;601002235583
zm;8635683669850627
zm;32030958300013C293B22
zm;VC280604516GB
zm;VC286297938GB
zm;UW209957505CN
zm;GV129837328GB
zm;RM428305480DE
zm;RL046781039GB
zm;UM273737335US
zm;RP808329885SG
zm;RV222912937ES
zm;RP734560520CN
zm;UC451504224YP
zm;RC088349252IT
zm;CB038260345RU
zm;5632191253023781
zm;RG915425624BE
zm;RP708552437CN
zm;RB807312044SG
zm;UD251636471CN
zm;ID15245658144463CN
zm;VR104213560YP
zm;UT030359185CN
zm;UD204175657CN
zm;CB017640555RU
zm;RF720410613SG
zm;YT1919121215003245
zm;UI396363387CN
zm;UC181786494YP
zm;US958949460CN
zm;UI488593633CN
zm;ID15225495317541CN
zm;UR485007983CN
zw;UD401865361MY
zw;LP00428430432488
zw;UD402288033MY
zw;LP00427019661598
zw;LT398516355NL
zw;903103973159
zw;927308442980
zw;398587253079
zw;1Z6RE2656708475181
zw;EH016575152US
zw;WI000972665588FPL
zw;SY13977395726
zw;WI000406645742FPL
zw;RB915502476SG
zw;S00000122837150
zw;EC105869992BE
zw;P2G64967046
zw;UH020715531US
zw;ASO2500GB26099088001
zw;ASO2500GB64403447601
zw;1Z4F0F136714937797
zw;CP369634482CN
zw;CF128457663AU
zw;UB035334004SG
zw;RV111925251CN
zw;LP00140147853351
zw;RP652671201CN
zw;UR606176996CN
zw;RV948079905CN
zw;UI456824066CN
zw;UR625086953CN
zw;RB781528960SG
zw;RO642332977CN
zw;UR518452849CN
zw;RV929022829CN
zw;UR524531506CN
zw;UC274562321YP
il;RS0159652186Y
il;RR104212048IL
il;RS0162359526Y
il;RS0167154466Y
il;RR099888859IL
il;WBIL1815961588ZL
il;LX267090290CN
il;RR099307678IL
il;EL011168470RU
il;RS0157426006Y
il;EE014557712RU
il;LX268259536CN
il;RR105465043RU
il;RR081116721RU
il;59000638827266
il;LB212883365SG
il;RR077408459RU
il;UV318322256UZ
il;LP00427035994260
il;GM545117113000988638
il;LZ590612492CN
il;RS0158451416Y
il;RS0166891666Y
il;3091512014784420
il;LZ565890154US
il;RD446722544IN
il;SY14071952444
il;RA126179131LV
il;9374869903505984782684
il;CP042567525UA
il;4361412011694345
il;RV539126663CN
il;RC220687561IT
il;UZ0059526156Y
il;UJ776004562CN
il;RO490829766EE
il;CP680242384UA
il;UC409740226TW
il;UD320253320YP
il;LP00421339126321
il;SY14064820399
il;RS0149127076Y
il;UZ0058856016Y
il;UZ0058687346Y
il;UZ0058652106Y
il;UZ0058947696Y
il;RS0167677326Y
il;UZ0058245446Y
il;RB845123559UA
il;UZ0059510966Y
il;S00000171659361
il;RG650421943UA
il;JNTCU2000132176YQ
il;UZ0057466106Y
il;LB212783495SG
il;UZ0058990986Y
il;SYAET05015369
il;RS0166753636Y
il;RA519767610UA
il;UZ0059460186Y
il;20600021008406
il;CR611398355UA
il;RR8511822817F
il;RA082646513UA
il;CR100298264UA
il;RH790964101UA
il;RS0158482246Y
il;RS0088552996Y
il;LZ640782196CN
il;LF055164746SG
il;RS0158708336Y
il;CP429518849CN
il;RO100519663RU
il;RD061616357UA
il;CB037161859RU
il;AENM0000473821
il;UZ0058318176Y
il;UJ867269357CN
il;VR395003714YP
il;EA500010165UA
il;RR121416871IL
il;UD358264273YP
il;UD343980334YP
il;7531524055
il;5498428757715
il;CP490428326UA
il;RR941644574PL
il;WELIC1000001432YQ
il;RS0152993826Y
il;RS0126002956Y
il;LZ425227616CN
il;6106101511
il;CQ010116079UA
il;RR818525703BY
il;CQ650633404UA
il;EX224376091SG
il;RD069684070UA
il;AEPD0000049818
il;RH611973542UA
il;LZ578873971CN
in;RP054784451RU
in;783062767275
in;813576367454
